ID,fi,lamda,h,X,Y,Z,rp,s2
354,8,45,2500000,6216985.425,6216985.425,1229712.659,8792145.105,1.937634622
355,8,45,5000000,7967548.592,7967548.592,1577645.412,11267815.28,3.182580886
356,8,45,6000000,8667773.858,8667773.858,1716818.512,12258083.35,3.766606652
357,8,45,7000000,9367999.125,9367999.125,1855991.613,13248351.41,4.399802281
358,8,45,8000000,10068224.39,10068224.39,1995164.714,14238619.48,5.082167772
359,8,45,9000000,10768449.66,10768449.66,2134337.815,15228887.55,5.813703127
360,8,45,10000000,11468674.92,11468674.92,2273510.916,16219155.62,6.594408344
361,8,45,15000000,14969801.26,14969801.26,2969376.421,21170495.96,11.23548237
362,8,45,20000000,18470927.59,18470927.59,3665241.926,26121836.31,17.10580297
363,8,45,25000000,21972053.92,21972053.92,4361107.431,31073176.65,24.20537015
364,8,45,30000000,25473180.26,25473180.26,5056972.936,36024517,32.53418389
365,8,45,35000000,28974306.59,28974306.59,5752838.44,40975857.34,42.09224421
366,8,45,40000000,32475432.92,32475432.92,6448703.945,45927197.68,52.8795511
367,8,45,50000000,39477685.59,39477685.59,7840434.955,55829878.37,78.14190459
368,8,45,75000000,56983317.25,56983317.25,11319762.48,80586580.09,162.8096033
369,8,45,100000000,74488948.92,74488948.92,14799090,105343281.8,278.2084663
370,8,45,200000000,144511475.6,144511475.6,28716400.1,204370088.7,1047.115561
371,8,45,300000000,214534002.2,214534002.2,42633710.19,303396895.6,2307.721285
372,8,45,350000000,249545265.6,249545265.6,49592365.24,352910299,3122.411133
373,8,45,400000000,284556528.9,284556528.9,56551020.29,402423702.4,4060.025637
374,8,45,500000000,354579055.6,354579055.6,70468330.39,501450509.3,6304.028618
375,8,45,750000000,529635372.2,529635372.2,105261605.6,749017526.5,14065.21757
376,8,45,1000000000,704691688.9,704691688.9,140054880.9,996584543.7,24899.52295
377,9,45,-1000000,3756461.842,3756461.842,834727.7879,5312439.284,0.7109889
378,9,45,-750000,3931062.123,3931062.123,873836.4042,5559361.369,0.778631842
379,9,45,-500000,4105662.404,4105662.404,912945.0204,5806283.454,0.849348006
380,9,45,-400000,4175502.516,4175502.516,928588.4669,5905052.288,0.878494974
381,9,45,-300000,4245342.628,4245342.628,944231.9134,6003821.122,0.908133657
382,9,45,-200000,4315182.741,4315182.741,959875.3599,6102589.956,0.938264056
383,9,45,-100000,4385022.853,4385022.853,975518.8064,6201358.79,0.96888617
384,9,45,-50000,4419942.909,4419942.909,983340.5297,6250743.207,0.984381621
385,9,45,-10000,4447878.954,4447878.954,989597.9083,6290250.741,0.99686649
386,9,45,-1000,4454164.564,4454164.564,991005.8185,6299139.936,0.999686428
387,9,45,-500,4454513.765,4454513.765,991084.0357,6299633.78,0.999843208
388,9,45,-100,4454793.125,4454793.125,991146.6095,6300028.855,0.999968641
389,9,45,100,4454932.805,4454932.805,991177.8964,6300226.393,1.00003136
390,9,45,500,4455212.166,4455212.166,991240.4702,6300621.468,1.000156805
391,9,45,1000,4455561.366,4455561.366,991318.6874,6301115.312,1.000313621
392,9,45,10000,4461846.977,4461846.977,992726.5976,6310004.508,1.003138427
393,9,45,50000,4489783.022,4489783.022,998983.9762,6349512.041,1.015741308
394,9,45,100000,4524703.078,4524703.078,1006805.699,6398896.458,1.031605545
395,9,45,200000,4594543.19,4594543.19,1022449.146,6497665.292,1.063702806
396,9,45,300000,4664383.302,4664383.302,1038092.592,6596434.126,1.096291783
397,9,45,400000,4734223.415,4734223.415,1053736.039,6695202.96,1.129372475
398,9,45,500000,4804063.527,4804063.527,1069379.485,6793971.794,1.162944883
399,9,45,750000,4978663.808,4978663.808,1108488.102,7040893.88,1.249027157
400,9,45,1000000,5153264.089,5153264.089,1147596.718,7287815.965,1.338182654
401,9,45,2500000,6200865.774,6200865.774,1382248.416,8769348.476,1.937653297
402,9,45,5000000,7946868.582,7946868.582,1773334.578,11238569.33,3.182628804
403,9,45,6000000,8645269.705,8645269.705,1929769.043,12226257.67,3.766669225
404,9,45,7000000,9343670.829,9343670.829,2086203.508,13213946.01,4.3998812
405,9,45,8000000,10042071.95,10042071.95,2242637.973,14201634.35,5.082264728
406,9,45,9000000,10740473.08,10740473.08,2399072.438,15189322.69,5.81381981
407,9,45,10000000,11438874.2,11438874.2,2555506.903,16177011.03,6.594546446
408,9,45,15000000,14930879.82,14930879.82,3337679.229,21115452.73,11.23575293
409,9,45,20000000,18422885.43,18422885.43,4119851.554,26053894.44,17.10624825
410,9,45,25000000,21914891.05,21914891.05,4902023.879,30992336.14,24.2060324
411,9,45,30000000,25406896.67,25406896.67,5684196.204,35930777.84,32.5351054
412,9,45,35000000,28898902.28,28898902.28,6466368.529,40869219.54,42.09346723
413,9,45,40000000,32390907.9,32390907.9,7248540.855,45807661.25,52.88111791
414,9,45,50000000,39374919.13,39374919.13,8812885.505,55684544.65,78.14428577
415,9,45,75000000,56834947.22,56834947.22,12723747.13,80376753.17,162.8147601
416,9,45,100000000,74294975.3,74294975.3,16634608.76,105068961.7,278.2174554
417,9,45,200000000,144135087.6,144135087.6,32278055.26,203837795.7,1047.150446
418,9,45,300000000,213975200,213975200,47921501.77,302606629.8,2307.798973
419,9,45,350000000,248895256.1,248895256.1,55743225.02,351991046.8,3122.516561
420,9,45,400000000,283815312.3,283815312.3,63564948.27,401375463.9,4060.163034
421,9,45,500000000,353655424.6,353655424.6,79208394.77,500144297.9,6304.242631
422,9,45,750000000,528255705.5,528255705.5,118317011,747066383.1,14065.69709
423,9,45,1000000000,702855986.3,702855986.3,157425627.3,993988468.2,24900.37365
424,10,45,-1000000,3745590.636,3745590.636,926600.3701,5297065.077,0.710983876
425,10,45,-750000,3919681.696,3919681.696,970012.4145,5543267.015,0.778627897
426,10,45,-500000,4093772.756,4093772.756,1013424.459,5789468.953,0.849345258
427,10,45,-400000,4163409.18,4163409.18,1030789.277,5887949.728,0.878492738
428,10,45,-300000,4233045.604,4233045.604,1048154.094,5986430.504,0.908131952
429,10,45,-200000,4302682.028,4302682.028,1065518.912,6084911.279,0.9382629
430,10,45,-100000,4372318.452,4372318.452,1082883.73,6183392.054,0.968885583
431,10,45,-50000,4407136.664,4407136.664,1091566.139,6232632.442,0.984381325
432,10,45,-10000,4434991.234,4434991.234,1098512.066,6272024.752,0.99686643
433,10,45,-1000,4441258.512,4441258.512,1100074.9,6280888.022,0.999686422
434,10,45,-500,4441606.694,4441606.694,1100161.724,6281380.426,0.999843205
435,10,45,-100,4441885.24,4441885.24,1100231.183,6281774.349,0.99996864
436,10,45,100,4442024.513,4442024.513,1100265.913,6281971.31,1.000031361
437,10,45,500,4442303.058,4442303.058,1100335.372,6282365.233,1.000156808
438,10,45,1000,4442651.241,4442651.241,1100422.196,6282857.637,1.000313627
439,10,45,10000,4448918.519,4448918.519,1101985.03,6291720.907,1.003138487
440,10,45,50000,4476773.088,4476773.088,1108930.957,6331113.217,1.015741609
441,10,45,100000,4511591.3,4511591.3,1117613.366,6380353.605,1.031606151
442,10,45,200000,4581227.724,4581227.724,1134978.183,6478834.38,1.063704037
443,10,45,300000,4650864.148,4650864.148,1152343.001,6577315.156,1.096293657
444,10,45,400000,4720500.572,4720500.572,1169707.819,6675795.931,1.129375012
445,10,45,500000,4790136.997,4790136.997,1187072.637,6774276.706,1.162948101
446,10,45,750000,4964228.057,4964228.057,1230484.681,7020478.644,1.249032161
447,10,45,1000000,5138319.117,5138319.117,1273896.725,7266680.583,1.33818956
448,10,45,2500000,6182865.477,6182865.477,1534368.992,8743892.212,1.937674093
449,10,45,5000000,7923776.078,7923776.078,1968489.436,11205911.59,3.182682163
450,10,45,6000000,8620140.318,8620140.318,2142137.614,12190719.35,3.766738904
451,10,45,7000000,9316504.559,9316504.559,2315785.791,13175527.1,4.399969082
452,10,45,8000000,10012868.8,10012868.8,2489433.969,14160334.85,5.082372695
453,10,45,9000000,10709233.04,10709233.04,2663082.147,15145142.61,5.813949745
454,10,45,10000000,11405597.28,11405597.28,2836730.324,16129950.36,6.594700231
455,10,45,15000000,14887418.48,14887418.48,3704971.213,21053989.12,11.2360542
456,10,45,20000000,18369239.68,18369239.68,4573212.101,25978027.89,17.10674408
457,10,45,25000000,21851060.88,21851060.88,5441452.989,30902066.65,24.20676986
458,10,45,30000000,25332882.09,25332882.09,6309693.878,35826105.42,32.53613155
459,10,45,35000000,28814703.29,28814703.29,7177934.766,40750144.19,42.09482914
460,10,45,40000000,32296524.49,32296524.49,8046175.654,45674182.95,52.88286263
461,10,45,50000000,39260166.89,39260166.89,9782657.431,55522260.48,78.14693734
462,10,45,75000000,56669272.9,56669272.9,14123861.87,80142454.31,162.8205024
463,10,45,100000000,74078378.91,74078378.91,18465066.31,104762648.1,278.2274651
464,10,45,200000000,143714802.9,143714802.9,35829884.08,203243423.4,1047.189292
465,10,45,300000000,213351227,213351227,53194701.85,301724198.7,2307.885481
466,10,45,350000000,248169439,248169439,61877110.73,350964586.4,3122.633961
467,10,45,400000000,282987651,282987651,70559519.61,400204974,4060.316031
468,10,45,500000000,352624075,352624075,87924337.38,498685749.3,6304.480944
469,10,45,750000000,526715135.1,526715135.1,131336381.8,744887687.6,14066.23106
470,10,45,1000000000,700806195.2,700806195.2,174748426.2,991089625.8,24901.32093
471,11,45,-1000000,3733586.457,3733586.457,1018197.162,5280088.604,0.710978345
472,11,45,-750000,3907115.267,3907115.267,1065899.411,5525495.4,0.778623555
473,11,45,-500000,4080644.076,4080644.076,1113601.66,5770902.196,0.849342234
474,11,45,-400000,4150055.6,4150055.6,1132682.559,5869064.914,0.878490277
475,11,45,-300000,4219467.124,4219467.124,1151763.459,5967227.633,0.908130075
476,11,45,-200000,4288878.648,4288878.648,1170844.358,6065390.351,0.938261628
477,11,45,-100000,4358290.172,4358290.172,1189925.258,6163553.069,0.968884937
478,11,45,-50000,4392995.934,4392995.934,1199465.708,6212634.429,0.984380999
479,11,45,-10000,4420760.543,4420760.543,1207098.068,6251899.516,0.996866365
480,11,45,-1000,4427007.58,4427007.58,1208815.349,6260734.161,0.999686415
481,11,45,-500,4427354.638,4427354.638,1208910.753,6261224.974,0.999843201
482,11,45,-100,4427632.284,4427632.284,1208987.077,6261617.625,0.999968639
483,11,45,100,4427771.107,4427771.107,1209025.238,6261813.951,1.000031361
484,11,45,500,4428048.753,4428048.753,1209101.562,6262206.601,1.000156811
485,11,45,1000,4428395.811,4428395.811,1209196.967,6262697.415,1.000313634
486,11,45,10000,4434642.848,4434642.848,1210914.247,6271532.06,1.003138553
487,11,45,50000,4462407.457,4462407.457,1218546.607,6310797.147,1.01574194
488,11,45,100000,4497113.219,4497113.219,1228087.057,6359878.506,1.031606818
489,11,45,200000,4566524.743,4566524.743,1247167.957,6458041.224,1.063705392
490,11,45,300000,4635936.267,4635936.267,1266248.856,6556203.943,1.096295721
491,11,45,400000,4705347.791,4705347.791,1285329.756,6654366.661,1.129377804
492,11,45,500000,4774759.314,4774759.314,1304410.655,6752529.38,1.162951643
493,11,45,750000,4948288.124,4948288.124,1352112.904,6997936.175,1.249037668
494,11,45,1000000,5121816.933,5121816.933,1399815.153,7243342.971,1.338197163
495,11,45,2500000,6162989.79,6162989.79,1686028.646,8715783.746,1.937696986
496,11,45,5000000,7898277.885,7898277.885,2163051.134,11169851.71,3.1827409
497,11,45,6000000,8592393.123,8592393.123,2353860.13,12151478.89,3.766815606
498,11,45,7000000,9286508.362,9286508.362,2544669.125,13133106.07,4.40006582
499,11,45,8000000,9980623.6,9980623.6,2735478.121,14114733.26,5.082491542
500,11,45,9000000,10674738.84,10674738.84,2926287.116,15096360.44,5.814092773
501,11,45,10000000,11368854.08,11368854.08,3117096.111,16077987.62,6.594869513
502,11,45,15000000,14839430.27,14839430.27,4071141.088,20986123.54,11.23638584
503,11,45,20000000,18310006.46,18310006.46,5025186.065,25894259.46,17.10728987
504,11,45,25000000,21780582.65,21780582.65,5979231.042,30802395.37,24.20758162
505,11,45,30000000,25251158.84,25251158.84,6933276.019,35710531.29,32.53726109
506,11,45,35000000,28721735.03,28721735.03,7887320.996,40618667.21,42.09632826
507,11,45,40000000,32192311.22,32192311.22,8841365.973,45526803.13,52.88478315
508,11,45,50000000,39133463.6,39133463.6,10749455.93,55343074.96,78.14985605
509,11,45,75000000,56486344.55,56486344.55,15519680.81,79883754.55,162.8268233
510,11,45,100000000,73839225.5,73839225.5,20289905.7,104424434.1,278.2384833
511,11,45,200000000,143250749.3,143250749.3,39370805.23,202587152.5,1047.232052
512,11,45,300000000,212662273.1,212662273.1,58451704.77,300749870.8,2307.980705
513,11,45,350000000,247368035,247368035,67992154.54,349831230,3122.763188
514,11,45,400000000,282073796.9,282073796.9,77532604.31,398912589.2,4060.484443
515,11,45,500000000,351485320.7,351485320.7,96613503.85,497075307.5,6304.743266
516,11,45,750000000,525014130.2,525014130.2,144315752.7,742482103.4,14066.81882
517,11,45,1000000000,698542939.7,698542939.7,192018001.5,987888899.2,24902.36365
518,12,45,-1000000,3720452.713,3720452.713,1109490.84,5261514.684,0.710972315
519,12,45,-750000,3893366.413,3893366.413,1161468.763,5506051.585,0.77861882
520,12,45,-500000,4066280.113,4066280.113,1213446.686,5750588.485,0.849338936
521,12,45,-400000,4135445.593,4135445.593,1234237.855,5848403.245,0.878487594
522,12,45,-300000,4204611.074,4204611.074,1255029.024,5946218.005,0.908128029
523,12,45,-200000,4273776.554,4273776.554,1275820.193,6044032.765,0.938260242
524,12,45,-100000,4342942.034,4342942.034,1296611.362,6141847.525,0.968884232
525,12,45,-50000,4377524.774,4377524.774,1307006.947,6190754.905,0.984380644
526,12,45,-10000,4405190.966,4405190.966,1315323.414,6229880.809,0.996866293
527,12,45,-1000,4411415.859,4411415.859,1317194.62,6238684.137,0.999686408
528,12,45,-500,4411761.687,4411761.687,1317298.575,6239173.211,0.999843198
529,12,45,-100,4412038.349,4412038.349,1317381.74,6239564.47,0.999968639
530,12,45,100,4412176.68,4412176.68,1317423.322,6239760.1,1.000031362
531,12,45,500,4412453.341,4412453.341,1317506.487,6240151.359,1.000156814
532,12,45,1000,4412799.169,4412799.169,1317610.443,6240640.433,1.000313641
533,12,45,10000,4419024.062,4419024.062,1319481.648,6249443.761,1.003138625
534,12,45,50000,4446690.254,4446690.254,1327798.116,6288569.665,1.015742301
535,12,45,100000,4481272.994,4481272.994,1338193.7,6337477.045,1.031607546
536,12,45,200000,4550438.474,4550438.474,1358984.869,6435291.805,1.063706869
537,12,45,300000,4619603.955,4619603.955,1379776.038,6533106.565,1.09629797
538,12,45,400000,4688769.435,4688769.435,1400567.208,6630921.325,1.129380849
539,12,45,500000,4757934.915,4757934.915,1421358.377,6728736.085,1.162955505
540,12,45,750000,4930848.615,4930848.615,1473336.299,6973272.986,1.249043674
541,12,45,1000000,5103762.316,5103762.316,1525314.222,7217809.886,1.338205453
542,12,45,2500000,6141244.518,6141244.518,1837181.758,8685031.287,1.937721947
543,12,45,5000000,7870381.521,7870381.521,2356960.985,11130400.29,3.182804944
544,12,45,6000000,8562036.323,8562036.323,2564872.676,12108547.89,3.766899237
545,12,45,7000000,9253691.124,9253691.124,2772784.367,13086695.49,4.400171298
546,12,45,8000000,9945345.926,9945345.926,2980696.058,14064843.09,5.082621126
547,12,45,9000000,10637000.73,10637000.73,3188607.749,15042990.69,5.814248723
548,12,45,10000000,11328655.53,11328655.53,3396519.439,16021138.29,6.595054087
549,12,45,15000000,14786929.54,14786929.54,4436077.893,20911876.3,11.23674743
550,12,45,20000000,18245203.54,18245203.54,5475636.348,25802614.3,17.10788497
551,12,45,25000000,21703477.55,21703477.55,6515194.802,30693352.3,24.20846671
552,12,45,30000000,25161751.56,25161751.56,7554753.256,35584090.31,32.53849264
553,12,45,35000000,28620025.57,28620025.57,8594311.71,40474828.31,42.09796278
554,12,45,40000000,32078299.57,32078299.57,9633870.164,45365566.31,52.88687711
555,12,45,50000000,38994847.59,38994847.59,11712987.07,55147042.32,78.15303838
556,12,45,75000000,56286217.63,56286217.63,16910779.34,79600732.34,162.833715
557,12,45,100000000,73577587.66,73577587.66,22108571.61,104054422.4,278.2504966
558,12,45,200000000,142743067.8,142743067.8,42899740.69,201869182.4,1047.278673
559,12,45,300000000,211908548,211908548,63690909.78,299683942.5,2308.084528
560,12,45,350000000,246491288,246491288,74086494.32,348591322.5,3122.904086
561,12,45,400000000,281074028.1,281074028.1,84482078.86,397498702.6,4060.668063
562,12,45,500000000,350239508.3,350239508.3,105273247.9,495313462.7,6305.029277
563,12,45,750000000,523153208.6,523153208.6,157251170.6,739850362.8,14067.45966
564,12,45,1000000000,696066909,696066909,209229093.3,984387263,24903.50054
565,13,45,-1000000,3706193.131,3706193.131,1200454.154,5241348.591,0.710965792
566,13,45,-750000,3878439.051,3878439.051,1256691.918,5484941.107,0.778613699
567,13,45,-500000,4050684.971,4050684.971,1312929.682,5728533.623,0.849335369
568,13,45,-400000,4119583.339,4119583.339,1335424.787,5825970.63,0.878484691
569,13,45,-300000,4188481.707,4188481.707,1357919.893,5923407.636,0.908125815
570,13,45,-200000,4257380.075,4257380.075,1380414.998,6020844.643,0.938258741
571,13,45,-100000,4326278.443,4326278.443,1402910.103,6118281.649,0.96888347
572,13,45,-50000,4360727.627,4360727.627,1414157.656,6167000.152,0.98438026
573,13,45,-10000,4388286.975,4388286.975,1423155.698,6205974.955,0.996866216
574,13,45,-1000,4394487.828,4394487.828,1425180.258,6214744.286,0.9996864
575,13,45,-500,4394832.32,4394832.32,1425292.733,6215231.471,0.999843194
576,13,45,-100,4395107.913,4395107.913,1425382.714,6215621.219,0.999968638
577,13,45,100,4395245.71,4395245.71,1425427.704,6215816.093,1.000031363
578,13,45,500,4395521.303,4395521.303,1425517.684,6216205.841,1.000156818
579,13,45,1000,4395865.795,4395865.795,1425630.16,6216693.026,1.000313649
580,13,45,10000,4402066.648,4402066.648,1427654.719,6225462.356,1.003138702
581,13,45,50000,4429625.995,4429625.995,1436652.762,6264437.159,1.015742691
582,13,45,100000,4464075.179,4464075.179,1447900.314,6313155.662,1.031608332
